"trans_id";"account_id";"date";"type";"operation";"amount";"balance";"k_symbol";"bank";"account"
132686;445;931214;"VYDAJ";"PREVOD NA UCET";3998.00;65413.40;"SIPO";"QR";"65335863"
131934;443;931214;"PRIJEM";"PREVOD Z UCTU";3058.00;20366.10;"";"ST";"29172384"
137547;461;931214;"VYDAJ";"PREVOD NA UCET";1530.00;33302.70;"SIPO";"OP";"30994916"
138868;465;931214;"VYDAJ";"PREVOD NA UCET";11126.00;29445.40;"SIPO";"IJ";"59340989"
973136;3316;931214;"VYDAJ";"PREVOD NA UCET";9655.00;47857.20;"SIPO";"IJ";"74230772"
775320;2645;931214;"VYDAJ";"PREVOD NA UCET";1010.00;37007.50;" ";"ST";"91531282"
3282508;10906;931214;"PRIJEM";"VKLAD";13500.00;14400.00;"";;
569034;1937;931214;"VYDAJ";"PREVOD NA UCET";2933.00;24938.70;"SIPO";"IJ";"67964726"
1982554;6715;931214;"VYDAJ";"VYBER";12700.00;38722.20;"";;
393810;1338;931214;"VYBER";"VYBER";11326.00;67293.10;"";;
391506;1332;931214;"PRIJEM";"VKLAD";33502.50;70500.40;"";;
531331;1811;931214;"PRIJEM";"PREVOD Z UCTU";35918.00;69748.20;"";"UV";"96318047"
349927;1189;931214;"PRIJEM";"PREVOD Z UCTU";3433.00;19235.10;"";"ST";"3054506"
353527;1201;931214;"PRIJEM";"VKLAD";22620.00;62052.00;"";;
353744;1201;931214;"VYDAJ";"VYBER";3520.00;58532.00;"";;
1234621;4225;931214;"VYDAJ";"VYBER";26300.00;53861.60;"";;
1243796;4255;931214;"PRIJEM";"PREVOD Z UCTU";51645.00;80758.40;"";"OP";"60737144"
967749;3298;931214;"PRIJEM";"VKLAD";10839.00;42708.80;"";;
1150363;3935;931214;"VYDAJ";"PREVOD NA UCET";1070.00;28661.30;" ";"MN";"46342325"
788238;2687;931214;"VYDAJ";"PREVOD NA UCET";3830.00;27240.20;"SIPO";"EF";"74690037"
788166;2687;931214;"PRIJEM";"PREVOD Z UCTU";6336.00;31070.20;"DUCHOD";"AB";"4163349"
784016;2671;931214;"PRIJEM";"VKLAD";1000.00;25843.50;"";;
783446;2670;931214;"VYDAJ";"PREVOD NA UCET";4754.00;68621.40;" ";"CD";"70427286"
826262;2814;931214;"VYDAJ";"VYBER";1680.00;26680.20;"";;
3314852;11013;931214;"VYDAJ";"PREVOD NA UCET";9499.00;79718.40;" ";"IJ";"43103534"
3331594;11065;931214;"VYDAJ";"VYBER";1300.00;46763.90;"";"";"0"
3331822;11065;931214;"VYDAJ";"VYBER";9300.00;37463.90;"";;
3344811;11111;931214;"VYDAJ";"VYBER";2600.00;40511.10;"";"";"0"
2895750;9591;931214;"VYDAJ";"VYBER";1500.00;29383.70;"";;
126456;425;931214;"VYDAJ";"VYBER";2200.00;22611.40;"";;
148501;496;931214;"VYDAJ";"PREVOD NA UCET";3602.00;21493.80;"SIPO";"IJ";"60471528"
149302;498;931214;"PRIJEM";"VKLAD";31353.00;32353.00;"";;
148942;497;931214;"VYDAJ";"PREVOD NA UCET";3405.00;70038.70;"SIPO";"EF";"31873262"
148574;496;931214;"VYDAJ";"VYBER";3040.00;25095.80;"";;
147686;494;931214;"VYDAJ";"PREVOD NA UCET";207.00;42753.70;" ";"ST";"62039023"
152414;510;931214;"VYDAJ";"PREVOD NA UCET";1319.00;81254.30;" ";"UV";"64973693"
114937;389;931214;"PRIJEM";"VKLAD";9370.50;36793.30;"";;
117243;395;931214;"VYDAJ";"PREVOD NA UCET";4036.00;37270.80;" ";"GH";"73209607"
114177;385;931214;"VYDAJ";"VYBER";420.00;22420.50;"";;
118294;397;931214;"PRIJEM";"PREVOD Z UCTU";46358.00;73885.90;"";"ST";"63246583"
119591;401;931214;"VYDAJ";"PREVOD NA UCET";1769.00;40694.50;" ";"EF";"88922524"
120069;403;931214;"PRIJEM";"PREVOD Z UCTU";5563.00;26929.80;"DUCHOD";"OP";"62789594"
119308;400;931214;"VYDAJ";"VYBER";11300.00;40379.20;"";;
119801;401;931214;"VYDAJ";"VYBER";10000.00;30694.50;"";;
122254;411;931214;"PRIJEM";"VKLAD";27745.50;51635.10;"";;
954782;3255;931214;"PRIJEM";"VKLAD";2300.00;22500.00;"";;
573587;1952;931214;"PRIJEM";"VKLAD";23070.00;24070.00;"";;
577286;1966;931214;"PRIJEM";"VKLAD";30850.00;70660.70;"";;
745034;2543;931214;"PRIJEM";"PREVOD Z UCTU";6148.00;34021.20;"DUCHOD";"CD";"4203528"
740289;2527;931214;"VYDAJ";"VYBER";29600.00;52068.50;"";;
740523;2528;931214;"VYDAJ";"PREVOD NA UCET";2824.00;22900.20;"SIPO";"UV";"51561528"
2908700;9635;931214;"PRIJEM";"PREVOD Z UCTU";4470.00;15516.30;"DUCHOD";"CD";"37906074"
2915552;9656;931214;"PRIJEM";"VKLAD";5700.00;23322.20;"";;
1263708;4321;931214;"VYDAJ";"VYBER";28700.00;55750.10;"";;
1657385;5622;931214;"VYDAJ";"PREVOD NA UCET";573.00;81853.70;" ";"EF";"71167778"
1614320;5481;931214;"VYDAJ";"VYBER";10300.00;38483.80;"";;
360571;1225;931214;"PRIJEM";"VKLAD";900.00;900.00;"";;
395475;1345;931214;"PRIJEM";"VKLAD";34236.00;58203.20;"";;
437754;1487;931214;"PRIJEM";"PREVOD Z UCTU";3306.00;14371.10;"";"IJ";"90088778"
311397;1062;931214;"VYDAJ";"PREVOD NA UCET";7844.00;45880.00;"SIPO";"AB";"56361120"
315571;1077;931214;"PRIJEM";"VKLAD";1500.00;27811.60;"";;
833182;2838;931214;"PRIJEM";"VKLAD";22082.00;67387.80;"";;
945865;3225;931214;"PRIJEM";"VKLAD";30387.00;54093.30;"";;
1127020;3850;931214;"PRIJEM";"VKLAD";30315.00;73106.70;"";;
754852;2576;931214;"PRIJEM";"VKLAD";9806.00;48030.80;"";;
790978;2697;931214;"VYDAJ";"PREVOD NA UCET";3142.00;31565.60;" ";"GH";"34090870"
792550;2701;931214;"VYDAJ";"PREVOD NA UCET";489.00;45313.30;"SIPO";"MN";"46385306"
1136419;3883;931214;"PRIJEM";"VKLAD";500.00;25400.20;"";;
297591;1016;931214;"PRIJEM";"VKLAD";31846.00;67619.80;"";;
294115;1005;931214;"VYDAJ";"PREVOD NA UCET";7896.00;83008.90;"SIPO";"MN";"13424891"
372181;1268;931214;"VYDAJ";"PREVOD NA UCET";2220.00;25687.70;"SIPO";"ST";"70287799"
259164;887;931214;"VYDAJ";"PREVOD NA UCET";3009.00;23601.10;"SIPO";"EF";"94832020"
260580;892;931214;"VYDAJ";"VYBER";300.00;27770.70;"";;
1071484;3660;931214;"PRIJEM";"VKLAD";10100.00;11803.50;"";;
725979;2484;931214;"VYDAJ";"PREVOD NA UCET";599.00;53206.80;"POJISTNE";"GH";"75644820"
726823;2486;931214;"VYDAJ";"VYBER";7200.00;60479.50;"";;
727896;2489;931214;"PRIJEM";"PREVOD Z UCTU";5781.00;26498.60;"DUCHOD";"YZ";"23886204"
726651;2486;931214;"VYDAJ";"VYBER";2900.00;67679.50;"";"";"0"
628593;2146;931214;"VYDAJ";"PREVOD NA UCET";2400.00;57070.00;"SIPO";"UV";"75200062"
628738;2146;931214;"VYDAJ";"VYBER";2800.00;59470.00;"";;
565871;1926;931214;"VYDAJ";"VYBER";1760.00;25802.30;"";;
594098;2023;931214;"VYDAJ";"PREVOD NA UCET";1687.00;59024.80;"SIPO";"CD";"12073362"
1602516;5442;931214;"PRIJEM";"VKLAD";18367.00;17552.00;"";;
1583757;5385;931214;"VYDAJ";"PREVOD NA UCET";8754.00;41060.00;"SIPO";"YZ";"67199128"
2434749;8027;931214;"VYBER";"VYBER";13460.00;46622.50;"";;
2448815;8073;931214;"VYDAJ";"PREVOD NA UCET";11567.00;13173.00;" ";"IJ";"4501516"
859193;2928;931214;"PRIJEM";"VKLAD";500.00;500.00;"";;
858057;2925;931214;"VYDAJ";"PREVOD NA UCET";4297.00;31271.80;"SIPO";"QR";"35286706"
990125;3374;931214;"VYDAJ";"VYBER";3700.00;36070.80;"";;
423695;1440;931214;"PRIJEM";"PREVOD Z UCTU";3198.00;25492.00;"";"IJ";"69613659"
561126;1909;931214;"VYDAJ";"PREVOD NA UCET";928.00;19460.50;"POJISTNE";"KL";"81369602"
561054;1909;931214;"VYDAJ";"PREVOD NA UCET";1156.00;20388.50;" ";"KL";"63000541"
559187;1902;931214;"VYDAJ";"VYBER";14600.00;35789.60;"";;
1028516;3513;931214;"PRIJEM";"VKLAD";28617.00;59838.10;"";;
1028733;3513;931214;"VYDAJ";"VYBER";3360.00;56478.10;"";;
1088701;3720;931214;"PRIJEM";"PREVOD Z UCTU";5657.00;28697.80;"DUCHOD";"IJ";"60142868"
168070;562;931214;"VYDAJ";"VYBER";500.00;30833.80;"";;
212416;721;931214;"PRIJEM";"PREVOD Z UCTU";3292.00;13668.00;"";"UV";"5928922"
210952;717;931214;"PRIJEM";"VKLAD";30561.00;59621.70;"";;
166993;559;931214;"PRIJEM";"PREVOD Z UCTU";5672.00;31721.30;"DUCHOD";"OP";"74414402"
2256299;7445;931214;"VYBER";"VYBER";17355.00;36782.80;"";;
56379;188;931214;"VYDAJ";"VYBER";3040.00;53118.80;"";;
55857;187;931214;"PRIJEM";"PREVOD Z UCTU";4197.00;26230.00;"DUCHOD";"IJ";"69323509"
58821;196;931214;"PRIJEM";"VKLAD";2500.00;22308.00;"";;
108499;368;931214;"PRIJEM";"VKLAD";12621.00;40684.70;"";;
113960;385;931214;"VYDAJ";"PREVOD NA UCET";2160.00;20260.50;"SIPO";"WX";"28537345"
70181;234;931214;"VYDAJ";"VYBER";2640.00;26910.00;"";;
913737;3113;931214;"VYDAJ";"VYBER";2500.00;27455.40;"";;
911519;3108;931214;"PRIJEM";"PREVOD Z UCTU";3063.00;18635.40;"";"QR";"40405446"
911736;3108;931214;"VYDAJ";"VYBER";390.00;18245.40;"";;
914602;3117;931214;"VYDAJ";"PREVOD NA UCET";3570.00;22559.50;"SIPO";"OP";"41120845"
522623;1784;931214;"PRIJEM";"PREVOD Z UCTU";6686.00;32264.70;"DUCHOD";"ST";"9070069"
581322;1978;931214;"VYDAJ";"PREVOD NA UCET";356.00;67534.40;"POJISTNE";"KL";"25988853"
578612;1970;931214;"PRIJEM";"VKLAD";33658.50;34558.50;"";;
676961;2313;931214;"VYDAJ";"PREVOD NA UCET";1341.00;18351.70;" ";"GH";"52766847"
2305180;7607;931214;"PRIJEM";"VKLAD";22267.50;55911.90;"";;
699449;2393;931214;"VYDAJ";"VYBER";3840.00;39451.60;"";;
699232;2393;931214;"PRIJEM";"VKLAD";16105.50;43291.60;"";;
768092;2623;931214;"PRIJEM";"VKLAD";6505.50;25039.80;"";;
876089;2985;931214;"PRIJEM";"PREVOD Z UCTU";4519.00;27383.00;"DUCHOD";"ST";"19389057"
873282;2974;931214;"VYDAJ";"VYBER";1150.00;32482.50;"";;
618251;2110;931214;"VYDAJ";"PREVOD NA UCET";2050.00;17547.10;"";"OP";"16387468"
900252;3068;931214;"PRIJEM";"PREVOD Z UCTU";6193.00;25459.30;"DUCHOD";"YZ";"23076516"
900673;3069;931214;"VYDAJ";"PREVOD NA UCET";6704.00;67819.50;"SIPO";"ST";"27829212"
902887;3076;931214;"VYDAJ";"VYBER";250.00;23040.00;"";;
902742;3076;931214;"PRIJEM";"PREVOD Z UCTU";4164.00;23290.00;"DUCHOD";"MN";"57857745"
940796;3212;931214;"PRIJEM";"PREVOD Z UCTU";3484.00;31293.60;"";"EF";"81040405"
940277;3210;931214;"PRIJEM";"VKLAD";36658.00;74667.00;"";;
944796;3222;931214;"VYDAJ";"PREVOD NA UCET";674.00;15192.00;"SIPO";"UV";"18331057"
943199;3218;931214;"PRIJEM";"PREVOD Z UCTU";3175.00;3975.00;"";"GH";"84242337"
1036535;3545;931214;"VYDAJ";"VYBER";16600.00;46456.30;"";;
1039129;3554;931214;"PRIJEM";"VKLAD";500.00;23124.90;"";;
14182;47;931214;"VYDAJ";"PREVOD NA UCET";9.00;38259.90;" ";"UV";"30289006"
18536;62;931214;"VYDAJ";"VYBER";900.00;26596.50;"";;
611067;2082;931214;"PRIJEM";"VKLAD";49154.00;72082.10;"";;
1081339;3693;931214;"PRIJEM";"VKLAD";23170.50;45958.80;"";;
1701246;5767;931214;"VYDAJ";"VYBER";300.00;34444.00;"SIPO";"";"0"
250613;860;931214;"VYDAJ";"VYBER";8000.00;31240.10;"";;
250753;861;931214;"PRIJEM";"VKLAD";27040.00;62575.20;"";;
271923;931;931214;"PRIJEM";"VKLAD";7816.50;21760.30;"";;
275832;944;931214;"VYDAJ";"VYBER";2080.00;52747.90;"";;
272389;931;931214;"PRIJEM";"VKLAD";3500.00;25260.30;"";;
275181;942;931214;"PRIJEM";"VKLAD";500.00;24358.80;"";;
308242;1051;931214;"PRIJEM";"VKLAD";19332.00;40752.70;"";;
227260;773;931214;"PRIJEM";"VKLAD";19341.00;49926.30;"";;
226666;772;931214;"PRIJEM";"VKLAD";36014.00;70540.90;"";;
231438;787;931214;"PRIJEM";"VKLAD";8000.00;18964.00;"";;
363568;1236;931214;"PRIJEM";"VKLAD";1600.00;28097.70;"";;
286300;982;931214;"VYDAJ";"PREVOD NA UCET";148.00;24560.90;"POJISTNE";"CD";"44355207"
285156;979;931214;"VYDAJ";"PREVOD NA UCET";5354.00;35025.20;"SIPO";"KL";"75259256"
289332;991;931214;"VYDAJ";"VYBER";13500.00;40747.60;"";;
795836;2711;931214;"VYDAJ";"VYBER";1560.00;51856.80;"";;
869904;2962;931214;"VYDAJ";"VYBER";2700.00;55422.80;"";;
1098008;3751;931214;"VYDAJ";"VYBER";18800.00;45863.90;"";;
1096795;3748;931214;"VYDAJ";"PREVOD NA UCET";308.00;16652.00;"";"QR";"77061086"
720423;2467;931214;"VYDAJ";"VYBER";1760.00;67737.80;"";;
757502;2584;931214;"PRIJEM";"PREVOD Z UCTU";4188.00;22723.50;"DUCHOD";"KL";"33875447"
668296;2282;931214;"PRIJEM";"PREVOD Z UCTU";69152.00;122210.90;"";"UV";"34391063"
668627;2282;931214;"VYDAJ";"VYBER";23700.00;98510.90;"";;
664423;2269;931214;"PRIJEM";"VKLAD";14588.00;33438.60;"";;
738482;2523;931214;"VYDAJ";"PREVOD NA UCET";1819.00;24879.90;"SIPO";"OP";"19635182"
735766;2513;931214;"VYDAJ";"VYBER";540.00;26708.80;"";;
840322;2861;931214;"VYDAJ";"VYBER";650.00;22404.50;"";;
593654;2022;931214;"PRIJEM";"PREVOD Z UCTU";4652.00;24911.90;"DUCHOD";"MN";"29230445"
590990;2011;931214;"VYDAJ";"PREVOD NA UCET";272.00;15604.50;" ";"KL";"32849800"
591135;2011;931214;"VYDAJ";"VYBER";420.00;15184.50;"";;
622711;2124;931214;"VYDAJ";"PREVOD NA UCET";5207.00;61742.40;"SIPO";"QR";"46953344"
1562903;5313;931214;"VYDAJ";"PREVOD NA UCET";1167.00;7691.00;" ";"UV";"15263599"
1549111;5270;931214;"VYDAJ";"VYBER";42800.00;74228.40;"";;
1548761;5270;931214;"PRIJEM";"PREVOD Z UCTU";67124.00;117028.40;"";"IJ";"80269753"
890307;3035;931214;"VYDAJ";"VYBER";34300.00;58683.20;"";;
1018615;3480;931214;"PRIJEM";"VKLAD";20433.00;49242.20;"";;
506920;1731;931214;"VYDAJ";"PREVOD NA UCET";2631.00;17060.00;"SIPO";"QR";"29816907"
584598;1990;931214;"PRIJEM";"PREVOD Z UCTU";3253.00;19153.90;"";"KL";"71556716"
586960;1998;931214;"VYDAJ";"VYBER";26900.00;51391.30;"";;
849732;2895;931214;"PRIJEM";"VKLAD";27219.00;56538.80;"";;
411836;1402;931214;"VYDAJ";"PREVOD NA UCET";2221.00;37074.00;" ";"IJ";"79063850"
412047;1402;931214;"VYDAJ";"VYBER";2560.00;34514.00;"";;
416175;1412;931214;"VYDAJ";"VYBER";12800.00;38332.40;"";;
1055328;3609;931214;"VYDAJ";"PREVOD NA UCET";4238.00;71659.30;" ";"WX";"36661124"
1055184;3609;931214;"PRIJEM";"VKLAD";31480.50;75897.30;"";;
1114849;3808;931214;"PRIJEM";"VKLAD";23688.00;62388.90;"";;
206847;702;931214;"VYDAJ";"PREVOD NA UCET";2813.00;18604.50;"SIPO";"EF";"53787499"
206410;701;931214;"PRIJEM";"VKLAD";300.00;19375.90;"";;
279142;956;931214;"PRIJEM";"VKLAD";1100.00;1500.00;"";;
410267;1397;931214;"VYDAJ";"VYBER";3360.00;46170.40;"";;
188939;640;931214;"VYDAJ";"PREVOD NA UCET";2891.00;16301.50;"SIPO";"MN";"49130755"
193291;655;931214;"VYDAJ";"VYBER";2500.00;66638.00;"";;
193869;657;931214;"VYDAJ";"PREVOD NA UCET";1066.00;31874.60;"SIPO";"AB";"72237545"
201933;686;931214;"VYDAJ";"PREVOD NA UCET";2875.00;40221.10;" ";"OP";"92192554"
1023379;3493;931214;"VYDAJ";"PREVOD NA UCET";2277.00;15603.00;"SIPO";"WX";"38925045"
1023307;3493;931214;"PRIJEM";"PREVOD Z UCTU";3416.00;17880.00;"";"AB";"46463418"
2984723;9883;931214;"VYDAJ";"VYBER";3200.00;23292.30;"";;
956707;3260;931214;"VYDAJ";"PREVOD NA UCET";8462.00;11060.30;"SIPO";"AB";"89460461"
958836;3267;931214;"VYDAJ";"PREVOD NA UCET";6403.00;48037.70;"SIPO";"QR";"85891317"
1119619;3825;931214;"PRIJEM";"VKLAD";400.00;400.00;"";;
1122335;3834;931214;"VYDAJ";"VYBER";2000.00;43515.00;"";"";"0"
1118330;3820;931214;"PRIJEM";"VKLAD";2500.00;21322.00;"";;
2521755;8321;931214;"PRIJEM";"VKLAD";15843.00;37958.90;"";;
2502346;8261;931214;"PRIJEM";"PREVOD Z UCTU";32938.00;49920.00;"";"IJ";"978094"
99345;340;931214;"PRIJEM";"PREVOD Z UCTU";5774.00;12564.00;"DUCHOD";"AB";"63965362"
106246;362;931214;"PRIJEM";"VKLAD";14313.00;32998.30;"";;
83314;279;931214;"VYDAJ";"PREVOD NA UCET";624.00;16254.00;"";"EF";"46485179"
90408;306;931214;"PRIJEM";"VKLAD";8229.00;27288.50;"";;
929020;3166;931214;"VYDAJ";"VYBER";3300.00;46918.90;"";;
930372;3171;931214;"PRIJEM";"PREVOD Z UCTU";4848.00;15444.00;"DUCHOD";"WX";"69677310"
607522;2068;931214;"VYDAJ";"PREVOD NA UCET";1405.00;24531.50;" ";"WX";"6661606"
608147;2070;931214;"PRIJEM";"VKLAD";18207.00;36159.60;"";;
711932;2434;931214;"VYDAJ";"PREVOD NA UCET";2927.00;21873.10;"SIPO";"CD";"94916831"
519197;1773;931214;"PRIJEM";"PREVOD Z UCTU";4316.00;24191.70;"DUCHOD";"CD";"77385341"
2356791;7774;931215;"PRIJEM";"VKLAD";26162.00;77968.10;"";;
2715812;8982;931215;"VYDAJ";"VYBER";2400.00;53717.70;"";;
2715609;8982;931215;"PRIJEM";"VKLAD";5119.00;56117.70;"";;
31882;102;931215;"PRIJEM";"VKLAD";6100.00;20800.00;"";;
29738;96;931215;"VYDAJ";"VYBER";19700.00;45762.50;"";;
1781655;6040;931215;"VYDAJ";"VYBER";2600.00;60576.80;"";;
452793;1539;931215;"VYDAJ";"VYBER";5500.00;-5343.70;"SIPO";"";"0"
451761;1535;931215;"VYDAJ";"VYBER";3400.00;25636.50;"";;
1075939;3675;931215;"VYDAJ";"VYBER";31600.00;54974.90;"";;
1058115;3617;931215;"VYDAJ";"VYBER";1900.00;23705.50;"";;
1062010;3629;931215;"VYDAJ";"VYBER";2600.00;55498.40;"";"";"0"
3235269;10738;931215;"PRIJEM";"VKLAD";14823.00;35001.30;"";;
144978;485;931215;"VYDAJ";"VYBER";1500.00;46778.20;"";;
174857;588;931215;"VYDAJ";"VYBER";800.00;35577.10;"";;
137767;461;931215;"VYDAJ";"VYBER";4500.00;28802.70;"";;
570577;1941;931215;"VYDAJ";"VYBER";2500.00;22478.50;"";;
391699;1332;931215;"VYDAJ";"VYBER";5040.00;65460.40;"";;
392401;1334;931215;"VYDAJ";"VYBER";2880.00;24451.40;"";;
348152;1180;931215;"VYDAJ";"VYBER";19100.00;40696.60;"";;
1243550;4254;931215;"VYDAJ";"VYBER";2200.00;48692.90;"";;
861577;2933;931215;"VYDAJ";"VYBER";2500.00;35047.60;"";;
967865;3298;931215;"VYDAJ";"VYBER";1700.00;41008.80;"";;
825448;2813;931215;"PRIJEM";"VKLAD";800.00;800.00;"";;
822802;2802;931215;"VYDAJ";"VYBER";1200.00;25163.50;"";;
115725;391;931215;"PRIJEM";"VKLAD";400.00;1500.00;"";;
637411;2176;931215;"VYBER";"VYBER";5177.00;27003.50;"";;
2908772;9635;931215;"VYDAJ";"VYBER";3600.00;11916.30;"SIPO";"";"0"
2910471;9640;931215;"VYDAJ";"VYBER";2400.00;44542.60;"";"";"0"
359662;1222;931215;"VYDAJ";"VYBER";1050.00;29301.10;"";;
749198;2554;931215;"VYDAJ";"VYBER";25600.00;45990.10;"";;
1156087;3955;931215;"VYDAJ";"VYBER";3680.00;28046.70;"";;
790575;2695;931215;"VYDAJ";"VYBER";22400.00;43493.20;"";;
294216;1005;931215;"VYDAJ";"VYBER";8100.00;74908.90;"";;
260734;892;931215;"VYDAJ";"VYBER";3900.00;23870.70;"";;
1105984;3778;931215;"VYDAJ";"VYBER";4200.00;74486.30;"";;
764218;2609;931215;"VYDAJ";"VYBER";58600.00;57492.60;"";;
766037;2616;931215;"VYDAJ";"VYBER";20500.00;49802.20;"";;
763869;2609;931215;"PRIJEM";"VKLAD";39027.00;116092.60;"";;
729155;2493;931215;"VYDAJ";"VYBER";2720.00;31450.40;"";;
726533;2486;931215;"PRIJEM";"VKLAD";32305.00;92784.50;"";;
809393;2758;931215;"VYDAJ";"VYBER";4100.00;27222.70;"";;
1596378;5423;931215;"PRIJEM";"VKLAD";16905.00;21964.20;"";;
1203698;4119;931215;"PRIJEM";"VKLAD";400.00;14226.80;"";;
1208399;4134;931215;"PRIJEM";"VKLAD";18917.00;32635.10;"";;
810674;2762;931215;"VYDAJ";"VYBER";11700.00;41346.50;"";;
374930;1276;931215;"VYDAJ";"VYBER";1200.00;29678.80;"";;
161332;540;931215;"PRIJEM";"VKLAD";6100.00;21736.60;"";;
161027;540;931215;"PRIJEM";"VKLAD";1500.00;15636.60;"";;
164682;551;931215;"VYDAJ";"VYBER";2800.00;18432.40;"";;
988600;3370;931215;"VYDAJ";"VYBER";7300.00;29082.00;"";;
66155;220;931215;"VYDAJ";"VYBER";400.00;24095.30;"";;
2259215;7454;931215;"PRIJEM";"VKLAD";2600.00;25999.30;"";;
470939;1603;931215;"VYDAJ";"VYBER";2240.00;25337.10;"";;
877040;2987;931215;"VYDAJ";"VYBER";22900.00;46988.70;"";;
1897400;6425;931215;"VYDAJ";"VYBER";5100.00;28205.20;"SIPO";"";"0"
900900;3069;931215;"VYDAJ";"VYBER";23100.00;44719.50;"";;
901530;3072;931215;"VYDAJ";"VYBER";2100.00;70028.30;"";;
900385;3068;931215;"VYDAJ";"VYBER";1150.00;24309.30;"";;
944624;3221;931215;"VYDAJ";"VYBER";200.00;22020.00;"";;
941157;3212;931215;"VYDAJ";"VYBER";510.00;30783.60;"";;
887475;3026;931215;"VYDAJ";"VYBER";20300.00;43124.90;"";;
880530;3000;931215;"VYDAJ";"VYBER";2720.00;27897.50;"";;
880982;3001;931215;"VYDAJ";"VYBER";1600.00;34530.50;"";;
1701391;5767;931215;"VYDAJ";"VYBER";2560.00;31884.00;"";;
227778;774;931215;"PRIJEM";"VKLAD";1200.00;42309.90;"";;
232142;790;931215;"VYDAJ";"VYBER";5800.00;42867.40;"";"";"0"
1046964;3580;931215;"VYDAJ";"VYBER";2880.00;53153.90;"";;
1050627;3593;931215;"VYDAJ";"VYBER";12000.00;38590.00;"";;
1163599;3983;931215;"VYDAJ";"VYBER";700.00;61318.30;"";;
402758;1372;931215;"PRIJEM";"VKLAD";1000.00;28644.70;"";;
795944;2711;931215;"VYDAJ";"VYBER";11800.00;40056.80;"";;
625890;2137;931215;"VYDAJ";"VYBER";21200.00;46239.90;"";;
1911002;6473;931215;"VYDAJ";"VYBER";6000.00;73903.10;"";;
892766;3042;931215;"VYDAJ";"VYBER";12300.00;41173.30;"";;
849877;2895;931215;"VYDAJ";"VYBER";3360.00;53178.80;"";;
1055401;3609;931215;"VYDAJ";"VYBER";2400.00;69259.30;"";;
205114;697;931215;"VYDAJ";"VYBER";3840.00;58099.30;"";;
251737;863;931215;"PRIJEM";"VKLAD";21776.00;69576.60;"";;
958944;3267;931215;"VYDAJ";"VYBER";600.00;47437.70;"";;
956582;3260;931215;"PRIJEM";"VKLAD";8270.00;19330.30;"";;
1122565;3834;931215;"VYDAJ";"VYBER";7800.00;35715.00;"";;
928806;3166;931215;"PRIJEM";"VKLAD";21387.00;68305.90;"";;
488148;1664;931215;"VYDAJ";"VYBER";5800.00;27690.00;"";;
656042;2242;931216;"VYDAJ";"VYBER";6300.00;70240.80;"";;
696021;2379;931216;"VYDAJ";"VYBER";4160.00;28089.40;"";;
2355629;7769;931216;"VYDAJ";"VYBER";2700.00;56543.30;"";;
2732984;9041;931216;"PRIJEM";"VKLAD";11702.00;44092.30;"";;
1779027;6034;931216;"PRIJEM";"VKLAD";43841.00;95669.50;"";;
39764;128;931216;"VYDAJ";"VYBER";1700.00;23837.60;"";;
471612;1605;931216;"PRIJEM";"VKLAD";200.00;41389.00;"";;
471614;1605;931216;"PRIJEM";"VKLAD";41189.00;41189.00;"";;
1109318;3787;931216;"VYDAJ";"VYBER";22800.00;45542.20;"";;
1107064;3781;931216;"VYDAJ";"VYBER";1280.00;66126.60;"";;
1167312;4000;931216;"PRIJEM";"VKLAD";700.00;24103.90;"";;
2107094;7133;931216;"VYDAJ";"VYBER";100.00;29029.60;"";;
649347;2219;931216;"VYDAJ";"VYBER";2700.00;38783.10;"";;
3284357;10911;931216;"VYDAJ";"VYBER";1500.00;57476.40;"";;
777957;2651;931216;"VYDAJ";"VYBER";31200.00;54111.40;"";;
780282;2660;931216;"PRIJEM";"VKLAD";9100.00;19700.00;"";;
968914;3302;931216;"VYDAJ";"VYBER";810.00;27481.40;"";;
783513;2670;931216;"VYDAJ";"VYBER";3200.00;65421.40;"";;
3345093;11111;931216;"VYDAJ";"VYBER";9100.00;31411.10;"";;
3302984;10973;931216;"VYDAJ";"VYBER";37500.00;62947.50;"";;
128748;432;931216;"VYDAJ";"VYBER";2500.00;31625.80;"";;
222785;757;931216;"VYDAJ";"VYBER";8100.00;33175.20;"";;
221275;751;931216;"VYDAJ";"VYBER";350.00;19449.80;"";;
2895858;9591;931216;"VYDAJ";"VYBER";1900.00;27483.70;"";;
541976;1843;931216;"VYDAJ";"VYBER";4800.00;26502.80;"";;
1253808;4287;931216;"PRIJEM";"VKLAD";2900.00;25978.60;"";;
359776;1222;931216;"VYDAJ";"VYBER";2000.00;27301.10;"";;
1158004;3965;931216;"VYBER";"VYBER";10634.00;32945.40;"";;
789925;2694;931216;"VYDAJ";"VYBER";5600.00;49996.00;"";"";"0"
792695;2701;931216;"VYDAJ";"VYBER";2080.00;43233.30;"";;
1138584;3891;931216;"VYDAJ";"VYBER";17800.00;42726.20;"";;
1136120;3882;931216;"VYDAJ";"VYBER";150.00;25794.80;"";;
1268158;4337;931216;"PRIJEM";"VKLAD";8500.00;20376.00;"";;
1271965;4350;931216;"VYDAJ";"VYBER";1920.00;56190.70;"";;
2465789;8132;931216;"VYBER";"VYBER";17035.00;33160.80;"";;
761663;2599;931216;"VYDAJ";"VYBER";400.00;21900.00;"";;
763888;2609;931216;"PRIJEM";"VKLAD";8764.00;66256.60;"";;
